6,2908,484,1,0,1,0,54345,-1,1
10,4839,483,1,1,1,0,-1,54343,1
57,11818,207,1,0,1,0,55884,-1,1
281,329962,1174,1,1,1,0,-1,65435,1
20,16197,809,0,1,1,65,-1,53110,1
9,6723,747,0,1,1,65,-1,53109,1
14,5939,424,0,0,1,83,53104,-1,1
9,2540,282,1,0,1,0,58379,-1,1
3,1485,495,1,1,1,0,-1,60803,1
39,44081,1130,0,1,1,65,-1,53107,1
30,12478,415,0,0,1,83,53103,-1,1
1732,2294001,1324,1,1,1,0,-1,52549,1
8,1443,180,0,0,1,83,53109,-1,1
10,4783,478,0,1,1,65,-1,53108,1
5,201,40,0,0,1,65,53063,-1,1
6,2423,403,1,1,1,0,-1,54345,1
15,3696,246,1,1,1,0,-1,58779,1
11,3252,295,0,1,1,65,-1,53118,1
28,2739,97,0,0,1,83,53107,-1,1
14,5850,417,1,0,1,0,63632,-1,1
10,5072,507,0,1,1,65,-1,53105,1
8,5171,646,1,1,1,0,-1,55143,1
11,4166,378,0,1,1,65,-1,53104,1
10,722,72,1,0,1,0,58779,-1,1
566,86604,153,0,0,1,65,53075,-1,1
13,5794,445,0,0,1,83,53108,-1,1
18,2680,148,1,0,1,0,58451,-1,1
51,4724,92,0,0,1,83,53115,-1,1
110,40580,368,1,0,1,0,65435,-1,1
70,82837,1183,1,1,1,0,-1,62183,1
64,9410,147,1,0,1,0,51570,-1,1
76,13870,182,1,0,1,0,54770,-1,1
28,33369,1191,1,1,1,0,-1,61442,1
9,3629,403,0,1,1,65,-1,53111,1
9,674,74,0,1,1,65,-1,53102,1
4,324,81,0,1,1,65,-1,53122,1
65,41796,643,1,1,1,0,-1,55884,1
13,6248,480,1,1,1,0,-1,53905,1
478,61266,128,1,0,1,0,52549,-1,1
16,2499,156,1,0,1,0,61442,-1,1
4,191,47,0,1,1,65,-1,53068,1
8,1422,177,0,0,1,83,53102,-1,1
11,2410,219,1,1,1,0,-1,63631,1
20,6265,313,1,0,1,0,49413,-1,1
18,10691,593,1,1,1,0,-1,63632,1
27,7066,261,1,0,1,0,54768,-1,1
89,79591,894,0,1,1,65,-1,53099,1
11,3819,347,1,0,1,0,63631,-1,1
11,4472,406,1,1,1,0,-1,52679,1
4,191,47,0,1,1,65,-1,53063,1
598,41736,69,0,0,1,83,53116,-1,1
28,2115,75,0,0,1,83,53120,-1,1
64,79742,1245,0,1,1,65,-1,53117,1
16,16906,1056,1,1,1,0,-1,58451,1
12,5572,464,0,1,1,65,-1,53101,1
4,740,185,0,0,1,83,53122,-1,1
111,19078,171,1,0,1,0,57128,-1,1
49,28029,572,1,0,1,0,58376,-1,1
6,401,66,0,1,1,65,-1,53114,1
21,5652,269,0,0,1,83,53110,-1,1
5,201,40,0,0,1,65,53068,-1,1
97,85058,876,1,1,1,0,-1,51570,1
6,401,66,0,1,1,65,-1,53113,1
14,4132,295,0,1,1,65,-1,53100,1
10,1647,164,0,0,1,83,53101,-1,1
9,1287,143,1,1,1,0,-1,58379,1
47,7569,161,1,1,1,0,-1,58376,1
12,5349,445,1,1,1,0,-1,54470,1
16,2181,136,0,0,1,83,53100,-1,1
299,263164,880,1,1,1,0,-1,58780,1
7,865,123,0,0,1,83,53113,-1,1
1436,1975316,1375,0,1,1,65,-1,53116,1
12,6085,507,1,0,1,0,54470,-1,1
90,35427,393,1,1,1,0,-1,50134,1
7,865,123,0,0,1,83,53114,-1,1
7,784,112,1,0,0,0,60042,27018,1
54,17043,315,0,0,1,83,53099,-1,1
52,66819,1284,0,1,1,65,-1,53119,1
56,71802,1282,0,1,1,65,-1,53112,1
103,14270,138,1,0,1,0,58780,-1,1
197,201232,1021,1,1,1,0,-1,54770,1
6,2237,372,0,0,1,83,53121,-1,1
88,57277,650,1,0,1,0,55142,-1,1
11,1887,171,0,0,1,83,53105,-1,1
50,7046,140,1,0,1,0,62183,-1,1
22,1910,86,1,0,1,0,52679,-1,1
1006,977485,971,0,1,0,65,-1,53075,1
11,4456,405,1,0,1,0,53905,-1,1
51,62160,1218,0,1,1,65,-1,53120,1
60,31371,522,1,1,1,0,-1,54769,1
385,485305,1260,1,1,1,0,-1,57128,1
21,3496,166,0,0,1,83,53112,-1,1
41,44656,1089,1,1,1,0,-1,54768,1
3,1501,500,1,0,1,0,60803,-1,1
20,10827,541,0,0,1,83,53106,-1,1
5,526,105,0,1,1,65,-1,53121,1
106,40209,379,1,1,1,0,-1,55142,1
7,3645,520,1,0,1,0,55143,-1,1
20,1779,88,0,0,1,83,53119,-1,1
79,20243,256,1,0,1,0,50134,-1,1
58,7991,137,1,0,1,0,54769,-1,1
56,63179,1128,0,1,1,65,-1,53115,1
26,6979,268,1,0,1,0,57127,-1,1
18,7463,414,0,1,1,65,-1,53106,1
57,63483,1113,0,1,1,65,-1,53103,1
12,1430,119,0,0,1,83,53118,-1,1
34,2931,86,0,0,1,83,53117,-1,1
31,10333,333,1,1,1,0,-1,57127,1
9,4030,447,1,0,1,0,54343,-1,1
20,5462,273,1,1,1,0,-1,49413,1
11,3024,274,0,0,1,83,53111,-1,1
16,1978,123,0,0,1,65,53180,-1,2
1569,76383,48,0,0,1,65,53177,-1,2
418,624807,1494,0,1,1,65,-1,53158,2
29,11456,395,1,1,1,0,-1,65435,2
4,2939,734,0,0,1,65,53173,-1,2
542,708981,1308,1,1,1,0,-1,59482,2
37,53816,1454,0,1,1,65,-1,53180,2
19,6974,367,1,0,1,0,65435,-1,2
5,201,40,0,0,1,65,53132,-1,2
1435,2136347,1488,0,1,1,65,-1,53160,2
4,161,40,0,0,1,65,53130,-1,2
15,13759,917,0,0,1,65,53147,-1,2
77,7984,103,1,0,1,0,59482,-1,2
307,18487,60,0,0,1,65,53160,-1,2
4,191,47,0,1,1,65,-1,53130,2
5376,8052537,1497,0,1,1,65,-1,53177,2
68,4191,61,0,0,1,65,53158,-1,2
9,1740,193,0,1,1,65,-1,53147,2
3,336,112,1,0,0,0,60042,27018,2
4,221,55,0,1,1,65,-1,53101,2
4,3517,879,0,0,1,65,53146,-1,2
4,191,47,0,1,1,65,-1,53132,2
6,820,136,0,0,1,83,53202,-1,2
4,223,55,0,1,1,65,-1,53126,2
382,183168,479,1,1,1,0,-1,65435,2
3,121,40,0,0,1,65,53142,-1,2
1432,89269,62,0,0,1,65,53197,-1,2
6,246,41,0,0,1,65,53134,-1,2
4,161,40,0,0,1,65,53194,-1,2
2609,3405407,1305,1,1,1,0,-1,59482,2
5,243,48,0,1,0,65,-1,53149,2
3,163,54,0,1,1,65,-1,53140,2
22,4126,187,0,0,1,83,53195,-1,2
3,163,54,0,1,1,65,-1,53133,2
3,163,54,0,1,1,65,-1,53179,2
359,36319,101,1,0,1,0,59482,-1,2
41,31811,775,1,1,1,0,-1,64207,2
7,821,117,0,0,1,83,53203,-1,2
19,8704,458,0,0,1,83,53200,-1,2
244,18770,76,0,0,1,65,53158,-1,2
3,121,40,0,0,1,65,53139,-1,2
3,163,54,0,1,1,65,-1,53141,2
5,243,48,0,1,0,65,-1,53151,2
3,121,40,0,0,1,65,53138,-1,2
3,122,40,0,0,1,65,53123,-1,2
14,2384,170,0,0,1,83,53191,-1,2
7,1873,267,0,1,1,65,-1,53190,2
12,7623,635,0,1,1,65,-1,53193,2
3,123,41,0,0,1,65,53125,-1,2
5,1600,320,1,0,1,0,51548,-1,2
14032,21000333,1496,0,1,1,65,-1,53180,2
883,1305798,1478,0,1,1,65,-1,53158,2
3,156,52,0,1,1,65,-1,53125,2
4,306,76,0,0,1,65,51865,-1,2
4,161,40,0,0,1,65,53188,-1,2
8,326,40,0,0,1,65,53115,-1,2
227,71923,316,1,0,1,0,65435,-1,2
39,40210,1031,0,0,1,65,53135,-1,2
14,4357,311,0,1,1,65,-1,53173,2
3,121,40,0,0,1,65,53140,-1,2
7,3320,474,0,1,1,65,-1,53203,2
5,1931,386,1,0,1,0,57397,-1,2
49,7874,160,1,0,1,0,64207,-1,2
5,260,52,0,1,1,65,-1,53134,2
3,121,40,0,0,1,65,53133,-1,2
3,163,54,0,1,1,65,-1,53178,2
389,576623,1482,0,1,1,65,-1,53196,2
149,6645,44,0,0,1,65,53196,-1,2
26,14015,539,0,0,1,65,53173,-1,2
6,5674,945,0,0,1,65,53198,-1,2
3,121,40,0,0,1,65,53179,-1,2
14,2459,175,0,0,1,83,53193,-1,2
9,2806,311,0,0,1,83,53190,-1,2
5,289,57,0,1,1,65,-1,53189,2
5,260,52,0,1,0,65,5228,52588,2
10701,524088,48,0,0,1,65,53177,-1,2
3,156,52,0,1,1,65,-1,53099,2
4,203,50,0,1,0,65,-1,53150,2
4,161,40,0,0,1,65,53151,-1,2
8,1788,223,0,0,1,65,53201,-1,2
4828,7166772,1484,0,1,1,65,-1,53197,2
50,20590,411,0,1,1,65,-1,53135,2
5,205,41,0,0,1,65,53116,-1,2
6,435,72,0,1,1,65,-1,53202,2
6,353,58,0,1,1,65,-1,53117,2
3,163,54,0,1,1,65,-1,53176,2
3,359,119,0,0,1,83,53199,-1,2
10,720,72,1,1,1,0,27018,60042,2
4,161,40,0,0,1,65,53152,-1,2
8,457,57,0,1,1,65,-1,53100,2
5,243,48,0,1,0,65,-1,53154,2
4,162,40,0,0,1,65,53143,-1,2
3,121,40,0,0,1,65,53126,-1,2
6,244,40,0,0,1,65,53100,-1,2
3,121,40,0,0,1,65,53189,-1,2
5,260,52,0,1,1,65,-1,53116,2
2841,167278,58,0,0,1,65,53160,-1,2
3,163,54,0,1,1,65,-1,53138,2
40043,59932377,1496,0,1,1,65,-1,53177,2
30,3360,112,1,0,0,0,60042,27018,2
3,123,41,0,0,1,65,53099,-1,2
6,1900,316,1,1,1,0,-1,57397,2
6,1658,276,0,1,1,65,-1,53201,2
23,18930,823,0,1,1,65,-1,53195,2
3,121,40,0,0,1,65,53175,-1,2
3,163,54,0,1,1,65,-1,53142,2
4096,207433,50,0,0,1,65,53180,-1,2
4,161,40,0,0,1,65,53149,-1,2
19,3769,198,0,0,1,83,53192,-1,2
6,246,41,0,0,1,65,52588,5228,2
109,137868,1264,1,1,0,0,-1,55998,2
4,161,40,0,0,1,65,53154,-1,2
12,4742,395,0,1,1,65,-1,53191,2
829,78672,94,1,0,1,0,58365,-1,2
11,8180,743,0,1,1,65,-1,53204,2
7,2555,365,1,1,1,0,-1,51548,2
10715,15904599,1484,0,1,1,65,-1,53160,2
4,215,53,0,1,1,65,-1,53143,2
4,203,50,0,1,0,65,-1,53152,2
13,4525,348,0,0,1,83,53204,-1,2
57,5184,90,1,0,1,0,55998,-1,2
3,121,40,0,0,1,65,53178,-1,2
4206,5369147,1276,1,1,0,0,-1,58365,2
24,14414,600,0,1,1,65,-1,53192,2
8,457,57,0,1,1,65,-1,53115,2
3,121,40,0,0,1,65,53176,-1,2
3,121,40,0,0,1,65,53150,-1,2
3,121,40,0,0,1,65,53117,-1,2
15,8799,586,0,1,1,65,-1,53200,2
3,121,40,0,0,1,65,53141,-1,2
3,163,54,0,1,1,65,-1,53175,2
3,163,54,0,1,1,65,-1,53139,2
4047,3809758,941,1,0,0,0,39764,3478,3
5931,6090274,1026,1,1,0,0,3478,39764,3
4,383,95,0,1,1,65,-1,53292,3
5,516,103,0,1,1,65,-1,53291,3
3,132,44,0,1,1,65,-1,53289,3
54498,55919435,1026,1,1,0,0,3478,39764,3
3,360,120,0,0,1,65,53295,-1,3
3,406,135,0,1,0,65,-1,53279,3
7,534,76,0,0,1,83,53291,-1,3
8,6397,799,0,1,1,65,-1,53278,3
4,464,116,0,1,1,65,-1,53280,3
6,492,82,0,0,1,83,53289,-1,3
3,371,123,0,0,1,83,53300,-1,3
4,413,103,0,0,1,83,53285,-1,3
6,493,82,0,0,1,83,53290,-1,3
3,372,124,0,0,1,83,53292,-1,3
4,255,63,0,1,0,65,-1,53255,3
3,424,141,0,1,1,65,-1,53301,3
3,156,52,0,0,1,83,53303,-1,3
3,424,141,0,1,1,65,-1,53297,3
4,411,102,0,0,1,83,53288,-1,3
3,258,86,0,1,1,65,-1,53244,3
3,373,124,0,0,1,83,53299,-1,3
5,453,90,0,0,1,83,53281,-1,3
4,412,103,0,0,1,83,53302,-1,3
3,424,141,0,1,1,65,-1,53282,3
44869,40654262,906,1,0,0,0,39764,3478,3
10,1640,164,0,0,1,83,53278,-1,3
4,464,116,0,1,1,65,-1,53290,3
5,212,42,0,0,1,83,53282,-1,3
5,741,148,0,0,1,83,53279,-1,3
17,5359,315,0,1,1,65,-1,53271,3
4,412,103,0,0,1,83,53297,-1,3
9,5643,627,0,0,1,65,53271,-1,3
4,463,115,0,1,1,65,-1,53283,3
5,320,64,1,1,1,0,27018,60042,3
4,412,103,0,0,1,83,53301,-1,3
3,425,141,0,1,1,65,-1,53299,3
8,6282,785,0,1,1,65,-1,53284,3
3,424,141,0,1,1,65,-1,53295,3
17,1904,112,1,0,0,0,60042,27018,3
16,8371,523,0,1,1,65,-1,53277,3
6,411,68,0,0,1,65,53244,-1,3
3,412,137,0,1,1,65,-1,53287,3
3,424,141,0,1,1,65,-1,53285,3
3,132,44,0,1,1,65,-1,53286,3
4,413,103,0,0,1,83,53293,-1,3
25,10633,425,0,0,1,83,53277,-1,3
11,987,89,0,0,1,83,53284,-1,3
14,1432,102,0,0,1,65,53252,-1,3
6,492,82,0,0,1,83,53286,-1,3
11,1057,96,0,1,1,65,-1,53252,3
3,361,120,0,0,1,65,53294,-1,3
5,452,90,0,0,1,83,53283,-1,3
3,120,40,0,0,1,65,53255,-1,3
6,493,82,0,0,1,83,53280,-1,3
3,132,44,0,0,1,83,53287,-1,3
141,211500,1500,0,1,1,65,-1,53362,4
217,12252,56,0,0,1,65,53358,-1,4
265,19934,75,0,0,1,65,53356,-1,4
142,9312,65,0,0,1,65,53363,-1,4
122,7280,59,0,0,1,65,53362,-1,4
280,19778,70,0,0,1,65,53355,-1,4
271,405145,1495,0,1,1,65,-1,53355,4
341,20550,60,0,0,1,65,53365,-1,4
264,16210,61,0,0,1,65,53398,-1,4
304,454916,1496,0,1,1,65,-1,53361,4
330,493332,1494,0,1,1,65,-1,53367,4
373,558437,1497,0,1,1,65,-1,53350,4
145,217500,1500,0,1,1,65,-1,53363,4
12,18000,1500,0,1,1,65,-1,53396,4
276,413984,1499,0,1,1,65,-1,53394,4
228,13092,57,0,0,1,65,53395,-1,4
310,19101,61,0,0,1,65,53367,-1,4
167,249228,1492,0,1,1,65,-1,53352,4
23,968,42,0,0,1,65,53392,-1,4
275,16612,60,0,0,1,65,53360,-1,4
282,17080,60,0,0,1,65,53359,-1,4
12,480,40,0,0,1,65,53401,-1,4
259,388500,1500,0,1,1,65,-1,53358,4
255,15046,59,0,0,1,65,53394,-1,4
144,7680,53,0,0,1,65,53352,-1,4
263,390070,1483,0,1,1,65,-1,53357,4
318,477000,1500,0,1,1,65,-1,53360,4
248,14845,59,0,0,1,65,53357,-1,4
247,369040,1494,0,1,1,65,-1,53356,4
38,40660,1070,0,1,1,65,-1,53392,4
294,439937,1496,0,1,1,65,-1,53397,4
348,21040,60,0,0,1,65,53350,-1,4
172,11480,66,0,0,1,65,53354,-1,4
26,39000,1500,0,1,1,65,-1,53401,4
161,241500,1500,0,1,1,65,-1,53354,4
14,912,65,0,0,1,65,53396,-1,4
276,17182,62,0,0,1,65,53361,-1,4
242,14090,58,0,0,1,65,53397,-1,4
377,565500,1500,0,1,1,65,-1,53365,4
321,19492,60,0,0,1,65,53393,-1,4
255,382368,1499,0,1,1,65,-1,53395,4
316,473788,1499,0,1,1,65,-1,53359,4
285,426192,1495,0,1,1,65,-1,53398,4
361,541500,1500,0,1,1,65,-1,53393,4
79,3372,42,0,0,1,65,53358,-1,4
57,84052,1474,0,1,1,65,-1,53403,4
176,9900,56,0,0,1,65,53353,-1,4
212,9344,44,0,0,1,65,53394,-1,4
37,1732,46,0,0,1,65,53363,-1,4
112,165300,1475,0,1,1,65,-1,53404,4
86,4092,47,0,0,1,65,53397,-1,4
365,545611,1494,0,1,1,65,-1,53355,4
151,6808,45,0,0,1,65,53357,-1,4
161,7818,48,0,0,1,65,53365,-1,4
279,13358,47,0,0,1,65,53398,-1,4
192,286812,1493,0,1,1,65,-1,53361,4
475,710928,1496,0,1,1,65,-1,53367,4
301,19018,63,0,0,1,83,53402,-1,4
372,557604,1498,0,1,1,65,-1,53350,4
51,76500,1500,0,1,1,65,-1,53363,4
364,544932,1497,0,1,1,65,-1,53394,4
53,2376,44,0,0,1,65,53395,-1,4
101,7164,70,0,0,1,65,53404,-1,4
271,12392,45,0,0,1,65,53367,-1,4
101,151500,1500,0,1,1,65,-1,53352,4
144,6176,42,0,0,1,65,53392,-1,4
179,8196,45,0,0,1,65,53360,-1,4
139,208500,1500,0,1,1,65,-1,53397,4
189,9106,48,0,0,1,65,53401,-1,4
128,188543,1472,0,1,1,65,-1,53358,4
138,6770,49,0,0,1,65,53356,-1,4
49,1960,40,0,0,1,65,53352,-1,4
294,439540,1495,0,1,1,65,-1,53357,4
305,457188,1498,0,1,1,65,-1,53360,4
420,626217,1490,0,1,1,65,-1,53402,4
483,722374,1495,0,1,1,65,-1,53398,4
220,330000,1500,0,1,1,65,-1,53353,4
220,328188,1491,0,1,1,65,-1,53356,4
50,3162,63,0,0,1,65,53403,-1,4
238,351883,1478,0,1,1,65,-1,53392,4
153,6841,44,0,0,1,65,53359,-1,4
223,10682,47,0,0,1,65,53350,-1,4
226,10820,47,0,0,1,65,53354,-1,4
303,453840,1497,0,1,1,65,-1,53401,4
392,585497,1493,0,1,1,65,-1,53354,4
75,3338,44,0,0,1,65,53361,-1,4
259,388500,1500,0,1,1,65,-1,53365,4
246,11834,48,0,0,1,65,53393,-1,4
89,132668,1490,0,1,1,65,-1,53395,4
274,407852,1488,0,1,1,65,-1,53359,4
159,7630,47,0,0,1,65,53355,-1,4
407,608941,1496,0,1,1,65,-1,53393,4
